question_id,grounding_biomedclip,grounding_biomedclip_processed
1872,"[15.408429145812988, 15.05701732635498, 15.05701732635498, 15.05701732635498, 15.408429145812988, 15.408429145812988, 15.408429145812988, 20.883668899536133, 20.883668899536133, 15.05701732635498, 15.408429145812988, 15.05701732635498, 20.883668899536133, 15.408429145812988, 15.408429145812988, 20.883668899536133, 15.05701732635498, 20.883668899536133, 15.408429145812988, 15.408429145812988]","[15.408429145812988, 15.05701732635498, 15.05701732635498, 15.05701732635498, 15.408429145812988, 15.408429145812988, 15.408429145812988, 20.883668899536133, 20.883668899536133, 15.05701732635498, 15.408429145812988, 15.05701732635498, 20.883668899536133, 15.408429145812988, 15.408429145812988, 20.883668899536133, 15.05701732635498, 20.883668899536133, 15.408429145812988, 15.408429145812988]"
1873,"[15.408429145812988, 16.009889602661133, 15.05701732635498, 16.009889602661133, 15.408429145812988, 15.408429145812988, 16.009889602661133, 15.408429145812988, 15.408429145812988, 15.05701732635498, 15.05701732635498, 16.009889602661133, 15.408429145812988, 15.408429145812988, 15.05701732635498, 16.009889602661133, 15.408429145812988, 15.408429145812988, 15.408429145812988, 15.05701732635498]","[15.408429145812988, 16.009889602661133, 15.05701732635498, 16.009889602661133, 15.408429145812988, 15.408429145812988, 16.009889602661133, 15.408429145812988, 15.408429145812988, 15.05701732635498, 15.05701732635498, 16.009889602661133, 15.408429145812988, 15.408429145812988, 15.05701732635498, 16.009889602661133, 15.408429145812988, 15.408429145812988, 15.408429145812988, 15.05701732635498]"
1877,"[28.436767578125, 23.39456558227539, 20.154773712158203, 24.980613708496094, 24.980613708496094, 24.980613708496094, 20.154773712158203, 23.39456558227539, 26.747323989868164, 24.980613708496094, 24.980613708496094, 20.154773712158203, 24.980613708496094, 24.980613708496094, 20.154773712158203, 26.542465209960938, 20.154773712158203, 26.792715072631836, 24.980613708496094, 23.39456558227539]","[28.436767578125, 23.39456558227539, 20.154773712158203, 24.980613708496094, 24.980613708496094, 24.980613708496094, 20.154773712158203, 23.39456558227539, 26.747323989868164, 24.980613708496094, 24.980613708496094, 20.154773712158203, 24.980613708496094, 24.980613708496094, 20.154773712158203, 26.542465209960938, 20.154773712158203, 26.792715072631836, 24.980613708496094, 23.39456558227539]"
1880,"[31.141780853271484, 32.13426208496094, 27.385526657104492, 22.098243713378906, 26.7534236907959, 20.03403091430664, 31.546415328979492, 11.115645408630371, 12.5595121383667, 20.369184494018555, 32.76415252685547, 22.098243713378906, 23.885425567626953, 34.14052200317383, 13.610478401184082, 20.288169860839844, 25.979625701904297, 22.098243713378906, 33.8607177734375, 17.91858673095703]","[31.141780853271484, 32.13426208496094, 27.385526657104492, 22.098243713378906, 26.7534236907959, 20.03403091430664, 31.546415328979492, 11.115645408630371, 12.5595121383667, 20.369184494018555, 32.76415252685547, 22.098243713378906, 23.885425567626953, 34.14052200317383, 13.610478401184082, 20.288169860839844, 25.979625701904297, 22.098243713378906, 33.8607177734375, 17.91858673095703]"
1887,"[13.652801513671875, 13.652801513671875, 13.652801513671875, 14.84212875366211, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 14.84212875366211, 14.84212875366211, 13.652801513671875, 13.652801513671875, 14.84212875366211, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875]","[13.652801513671875, 13.652801513671875, 13.652801513671875, 14.84212875366211, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875, 14.84212875366211, 14.84212875366211, 13.652801513671875, 13.652801513671875, 14.84212875366211, 13.652801513671875, 13.652801513671875, 13.652801513671875, 13.652801513671875]"
1889,"[29.387359619140625, 29.908191680908203, 33.25496292114258, 35.421119689941406, 32.705291748046875, 17.637117385864258, 23.999755859375, 29.346759796142578, 26.129560470581055, 20.626514434814453, 31.852771759033203, 29.790529251098633, 21.70378875732422, 21.70378875732422, 32.64910125732422, 21.70378875732422, 27.693592071533203, 25.065898895263672, 35.327117919921875, 13.689791679382324]","[29.387359619140625, 29.908191680908203, 33.25496292114258, 35.421119689941406, 32.705291748046875, 17.637117385864258, 23.999755859375, 29.346759796142578, 26.129560470581055, 20.626514434814453, 31.852771759033203, 29.790529251098633, 21.70378875732422, 21.70378875732422, 32.64910125732422, 21.70378875732422, 27.693592071533203, 25.065898895263672, 35.327117919921875, 13.689791679382324]"
1890,"[15.720131874084473, 16.173538208007812, 22.26377296447754, 19.023521423339844, 23.806682586669922, 17.204204559326172, 30.826738357543945, 31.283035278320312, 16.23202133178711, 32.10089874267578, 25.87165641784668, 29.30730628967285, 16.23202133178711, 28.376575469970703, 15.720131874084473, 15.720131874084473, 21.602725982666016, 15.806222915649414, 18.058162689208984, 15.720131874084473]","[15.720131874084473, 16.173538208007812, 22.26377296447754, 19.023521423339844, 23.806682586669922, 17.204204559326172, 30.826738357543945, 31.283035278320312, 16.23202133178711, 32.10089874267578, 25.87165641784668, 29.30730628967285, 16.23202133178711, 28.376575469970703, 15.720131874084473, 15.720131874084473, 21.602725982666016, 15.806222915649414, 18.058162689208984, 15.720131874084473]"
1892,"[15.655632019042969, 15.57684326171875, 18.08776092529297, 16.84883689880371, 13.607950210571289, 17.244117736816406, 17.625715255737305, 13.607950210571289, 11.990382194519043, 13.607950210571289, 16.84883689880371, 11.990382194519043, 13.607950210571289, 16.84883689880371, 13.607950210571289, 17.244117736816406, 14.354555130004883, 17.625715255737305, 14.59233570098877, 11.990382194519043]","[15.655632019042969, 15.57684326171875, 18.08776092529297, 16.84883689880371, 13.607950210571289, 17.244117736816406, 17.625715255737305, 13.607950210571289, 11.990382194519043, 13.607950210571289, 16.84883689880371, 11.990382194519043, 13.607950210571289, 16.84883689880371, 13.607950210571289, 17.244117736816406, 14.354555130004883, 17.625715255737305, 14.59233570098877, 11.990382194519043]"
1894,"[3.3131988048553467, 3.3903005123138428, 6.277317047119141, -0.2203931212425232, 2.496753454208374, 3.563060760498047, 1.6868828535079956, 4.9702558517456055, 5.083754062652588, 3.074592113494873, 2.0176331996917725, 3.851961374282837, 4.593585014343262, 12.163961410522461, 1.983937382698059, 0.7883749008178711, 4.993919849395752, 4.137576103210449, 2.496753454208374, 1.0734751224517822]","[3.3131988048553467, 3.3903005123138428, 6.277317047119141, -0.2203931212425232, 2.496753454208374, 3.563060760498047, 1.6868828535079956, 4.9702558517456055, 5.083754062652588, 3.074592113494873, 2.0176331996917725, 3.851961374282837, 4.593585014343262, 12.163961410522461, 1.983937382698059, 0.7883749008178711, 4.993919849395752, 4.137576103210449, 2.496753454208374, 1.0734751224517822]"
1897,"[32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766]","[32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766, 32.053348541259766]"
1902,"[25.478076934814453, 25.478076934814453, 20.010032653808594, 25.478076934814453, 19.67308235168457, 19.67308235168457, 19.67308235168457, 20.010032653808594, 19.67308235168457, 25.478076934814453, 25.478076934814453, 19.67308235168457, 25.478076934814453, 25.478076934814453, 20.010032653808594, 19.67308235168457, 19.67308235168457, 20.010032653808594, 25.478076934814453, 19.67308235168457]","[25.478076934814453, 25.478076934814453, 20.010032653808594, 25.478076934814453, 19.67308235168457, 19.67308235168457, 19.67308235168457, 20.010032653808594, 19.67308235168457, 25.478076934814453, 25.478076934814453, 19.67308235168457, 25.478076934814453, 25.478076934814453, 20.010032653808594, 19.67308235168457, 19.67308235168457, 20.010032653808594, 25.478076934814453, 19.67308235168457]"
1905,"[23.465185165405273, 36.40830993652344, 32.427764892578125, 17.465818405151367, 26.096019744873047, 37.704071044921875, 36.610626220703125, 23.465185165405273, 23.465185165405273, 9.151191711425781, 23.465185165405273, 29.69306182861328, 32.4252815246582, 37.36968994140625, 23.465185165405273, 19.08611297607422, 35.56871032714844, 22.654481887817383, 31.399188995361328, 36.33818817138672]","[23.465185165405273, 36.40830993652344, 32.427764892578125, 17.465818405151367, 26.096019744873047, 37.704071044921875, 36.610626220703125, 23.465185165405273, 23.465185165405273, 9.151191711425781, 23.465185165405273, 29.69306182861328, 32.4252815246582, 37.36968994140625, 23.465185165405273, 19.08611297607422, 35.56871032714844, 22.654481887817383, 31.399188995361328, 36.33818817138672]"
1907,"[21.018566131591797, 24.892276763916016, 21.018566131591797, 26.570575714111328, 17.657556533813477, 14.597342491149902, 21.630584716796875, 26.737022399902344, 27.332834243774414, 25.49349021911621, 25.497722625732422, 23.204355239868164, 17.984371185302734, 26.737022399902344, 23.106552124023438, 25.12604331970215, 25.3013858795166, 17.984371185302734, 25.12604331970215, 21.018566131591797]","[21.018566131591797, 24.892276763916016, 21.018566131591797, 26.570575714111328, 17.657556533813477, 14.597342491149902, 21.630584716796875, 26.737022399902344, 27.332834243774414, 25.49349021911621, 25.497722625732422, 23.204355239868164, 17.984371185302734, 26.737022399902344, 23.106552124023438, 25.12604331970215, 25.3013858795166, 17.984371185302734, 25.12604331970215, 21.018566131591797]"
1909,"[25.871078491210938, 29.80244255065918, 20.58137321472168, 22.15949249267578, 21.28497314453125, 36.220680236816406, 17.234088897705078, 33.2784423828125, 9.037498474121094, 35.36207962036133, 4.9512739181518555, 27.607864379882812, 31.43220329284668, 21.303382873535156, 34.70842742919922, 23.346410751342773, 19.58222770690918, 36.786521911621094, 28.381269454956055, 28.797405242919922]","[25.871078491210938, 29.80244255065918, 20.58137321472168, 22.15949249267578, 21.28497314453125, 36.220680236816406, 17.234088897705078, 33.2784423828125, 9.037498474121094, 35.36207962036133, 4.9512739181518555, 27.607864379882812, 31.43220329284668, 21.303382873535156, 34.70842742919922, 23.346410751342773, 19.58222770690918, 36.786521911621094, 28.381269454956055, 28.797405242919922]"
1910,"[20.113357543945312, 23.465185165405273, 18.882129669189453, 20.70691680908203, 23.465185165405273, 25.452795028686523, 37.49694061279297, 8.957386016845703, 35.01545715332031, 23.465185165405273, 29.237361907958984, 22.514690399169922, 20.097501754760742, 25.698705673217773, 23.465185165405273, 23.465185165405273, 23.465185165405273, 39.895423889160156, 32.416751861572266, 20.113357543945312]","[20.113357543945312, 23.465185165405273, 18.882129669189453, 20.70691680908203, 23.465185165405273, 25.452795028686523, 37.49694061279297, 8.957386016845703, 35.01545715332031, 23.465185165405273, 29.237361907958984, 22.514690399169922, 20.097501754760742, 25.698705673217773, 23.465185165405273, 23.465185165405273, 23.465185165405273, 39.895423889160156, 32.416751861572266, 20.113357543945312]"
1917,"[14.552339553833008, 14.552339553833008, 14.239008903503418, 14.239008903503418, 14.552339553833008, 14.239008903503418, 14.239008903503418, 14.552339553833008, 14.239008903503418, 14.239008903503418, 14.239008903503418, 14.239008903503418, 14.239008903503418, 13.223367691040039, 15.084002494812012, 13.920112609863281, 14.239008903503418, 15.084002494812012, 14.239008903503418, 14.552339553833008]","[14.552339553833008, 14.552339553833008, 14.239008903503418, 14.239008903503418, 14.552339553833008, 14.239008903503418, 14.239008903503418, 14.552339553833008, 14.239008903503418, 14.239008903503418, 14.239008903503418, 14.239008903503418, 14.239008903503418, 13.223367691040039, 15.084002494812012, 13.920112609863281, 14.239008903503418, 15.084002494812012, 14.239008903503418, 14.552339553833008]"
1918,"[25.868005752563477, 17.387056350708008, 25.868005752563477, 18.638893127441406, 21.895620346069336, 18.638893127441406, 18.638893127441406, 18.638893127441406, 19.739835739135742, 25.868005752563477, 18.638893127441406, 18.638893127441406, 25.868005752563477, 21.895620346069336, 18.638893127441406, 17.387056350708008, 18.23653793334961, 17.558809280395508, 18.638893127441406, 18.638893127441406]","[25.868005752563477, 17.387056350708008, 25.868005752563477, 18.638893127441406, 21.895620346069336, 18.638893127441406, 18.638893127441406, 18.638893127441406, 19.739835739135742, 25.868005752563477, 18.638893127441406, 18.638893127441406, 25.868005752563477, 21.895620346069336, 18.638893127441406, 17.387056350708008, 18.23653793334961, 17.558809280395508, 18.638893127441406, 18.638893127441406]"
1919,"[22.185449600219727, 30.686519622802734, 24.077465057373047, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 27.397558212280273, 22.185449600219727, 22.185449600219727]","[22.185449600219727, 30.686519622802734, 24.077465057373047, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 27.397558212280273, 22.185449600219727, 22.185449600219727]"
1922,"[19.419673919677734, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 28.662534713745117, 22.185449600219727, 22.185449600219727, 22.185449600219727]","[19.419673919677734, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 22.185449600219727, 28.662534713745117, 22.185449600219727, 22.185449600219727, 22.185449600219727]"
1924,"[10.410921096801758, 13.847908020019531, 11.881719589233398, 12.255571365356445, 10.127206802368164, 20.681018829345703, 10.089300155639648, 10.925487518310547, 14.794166564941406, 15.28883171081543, 9.523797035217285, 15.785722732543945, 11.945778846740723, 18.828357696533203, 14.22569465637207, 10.557485580444336, 14.71194076538086, 14.385074615478516, 16.809429168701172, 10.815265655517578]","[10.410921096801758, 13.847908020019531, 11.881719589233398, 12.255571365356445, 10.127206802368164, 20.681018829345703, 10.089300155639648, 10.925487518310547, 14.794166564941406, 15.28883171081543, 9.523797035217285, 15.785722732543945, 11.945778846740723, 18.828357696533203, 14.22569465637207, 10.557485580444336, 14.71194076538086, 14.385074615478516, 16.809429168701172, 10.815265655517578]"
1933,"[16.198116302490234, 19.61018180847168, 16.198116302490234, 19.61018180847168, 19.61018180847168, 16.198116302490234, 19.61018180847168, 16.198116302490234, 16.198116302490234, 16.198116302490234, 16.198116302490234, 19.61018180847168, 19.61018180847168, 19.61018180847168, 16.198116302490234, 16.198116302490234, 19.61018180847168, 19.61018180847168, 16.198116302490234, 19.61018180847168]","[16.198116302490234, 19.61018180847168, 16.198116302490234, 19.61018180847168, 19.61018180847168, 16.198116302490234, 19.61018180847168, 16.198116302490234, 16.198116302490234, 16.198116302490234, 16.198116302490234, 19.61018180847168, 19.61018180847168, 19.61018180847168, 16.198116302490234, 16.198116302490234, 19.61018180847168, 19.61018180847168, 16.198116302490234, 19.61018180847168]"
1935,"[22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.459239959716797, 22.81144905090332, 25.4807186126709, 26.523296356201172, 22.81144905090332, 22.81144905090332, 22.81144905090332]","[22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.81144905090332, 22.459239959716797, 22.81144905090332, 25.4807186126709, 26.523296356201172, 22.81144905090332, 22.81144905090332, 22.81144905090332]"
1937,"[23.43354606628418, 21.993324279785156, 20.08064079284668, 18.52695655822754, 21.5028076171875, 21.993324279785156, 21.993324279785156, 19.276966094970703, 21.993324279785156, 22.737686157226562, 20.08064079284668, 31.384395599365234, 19.665491104125977, 21.346141815185547, 21.346141815185547, 20.03546142578125, 20.488021850585938, 20.740299224853516, 25.71500015258789, 20.08064079284668]","[23.43354606628418, 21.993324279785156, 20.08064079284668, 18.52695655822754, 21.5028076171875, 21.993324279785156, 21.993324279785156, 19.276966094970703, 21.993324279785156, 22.737686157226562, 20.08064079284668, 31.384395599365234, 19.665491104125977, 21.346141815185547, 21.346141815185547, 20.03546142578125, 20.488021850585938, 20.740299224853516, 25.71500015258789, 20.08064079284668]"
1939,"[9.695751190185547, 15.186548233032227, 11.045177459716797, 9.731992721557617, 14.648517608642578, 8.945920944213867, 8.753105163574219, 8.787575721740723, 12.857823371887207, 8.03485107421875, 10.72952651977539, 8.4515380859375, 8.996490478515625, 11.200448036193848, 17.106422424316406, 8.085237503051758, 6.299412727355957, 10.398818969726562, 10.372849464416504, 16.53070831298828]","[9.695751190185547, 15.186548233032227, 11.045177459716797, 9.731992721557617, 14.648517608642578, 8.945920944213867, 8.753105163574219, 8.787575721740723, 12.857823371887207, 8.03485107421875, 10.72952651977539, 8.4515380859375, 8.996490478515625, 11.200448036193848, 17.106422424316406, 8.085237503051758, 6.299412727355957, 10.398818969726562, 10.372849464416504, 16.53070831298828]"
1948,"[14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.834238052368164, 14.938995361328125, 14.938995361328125, 14.938995361328125, 16.287139892578125, 14.834238052368164, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.834238052368164, 14.938995361328125]","[14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.834238052368164, 14.938995361328125, 14.938995361328125, 14.938995361328125, 16.287139892578125, 14.834238052368164, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.938995361328125, 14.834238052368164, 14.938995361328125]"
1950,"[17.650718688964844, 19.224964141845703, 30.36962890625, 33.28422546386719, 11.58862018585205, 30.441049575805664, 36.76323699951172, 22.097190856933594, 24.812244415283203, 37.590423583984375, 27.622215270996094, 18.665380477905273, 26.80107879638672, 38.089141845703125, 16.367431640625, 28.092195510864258, 34.066246032714844, 19.20598602294922, 35.97574996948242, 27.176979064941406]","[17.650718688964844, 19.224964141845703, 30.36962890625, 33.28422546386719, 11.58862018585205, 30.441049575805664, 36.76323699951172, 22.097190856933594, 24.812244415283203, 37.590423583984375, 27.622215270996094, 18.665380477905273, 26.80107879638672, 38.089141845703125, 16.367431640625, 28.092195510864258, 34.066246032714844, 19.20598602294922, 35.97574996948242, 27.176979064941406]"
1952,"[22.664718627929688, 23.258487701416016, 19.99169921875, 21.79719352722168, 22.29110336303711, 22.832172393798828, 16.752422332763672, 27.87543487548828, 21.956193923950195, 21.212474822998047, 24.990747451782227, 22.566007614135742, 22.59172248840332, 18.611886978149414, 17.540721893310547, 22.85149574279785, 22.29110336303711, 18.14907455444336, 22.29110336303711, 25.22403335571289]","[22.664718627929688, 23.258487701416016, 19.99169921875, 21.79719352722168, 22.29110336303711, 22.832172393798828, 16.752422332763672, 27.87543487548828, 21.956193923950195, 21.212474822998047, 24.990747451782227, 22.566007614135742, 22.59172248840332, 18.611886978149414, 17.540721893310547, 22.85149574279785, 22.29110336303711, 18.14907455444336, 22.29110336303711, 25.22403335571289]"
1954,"[29.888500213623047, 16.78841209411621, 23.505613327026367, 29.985830307006836, 36.70551300048828, 31.71405029296875, 22.671783447265625, 28.678260803222656, 27.309410095214844, 28.505290985107422, 28.600711822509766, 24.133983612060547, 24.177783966064453, 23.17627716064453, 29.767650604248047, 20.66276741027832, 38.634132385253906, 23.505613327026367, 19.371517181396484, 29.7857608795166]","[29.888500213623047, 16.78841209411621, 23.505613327026367, 29.985830307006836, 36.70551300048828, 31.71405029296875, 22.671783447265625, 28.678260803222656, 27.309410095214844, 28.505290985107422, 28.600711822509766, 24.133983612060547, 24.177783966064453, 23.17627716064453, 29.767650604248047, 20.66276741027832, 38.634132385253906, 23.505613327026367, 19.371517181396484, 29.7857608795166]"
1955,"[20.31791877746582, 20.31791877746582, 20.31791877746582, 20.31791877746582, 20.31791877746582, 28.110248565673828, 20.31791877746582, 26.8157901763916, 20.31791877746582, 36.24098205566406, 20.31791877746582, 31.389209747314453, 20.31791877746582, 20.31791877746582, 11.518345832824707, 20.31791877746582, 34.57170104980469, 30.77801513671875, 17.96893310546875, 20.31791877746582]","[20.31791877746582, 20.31791877746582, 20.31791877746582, 20.31791877746582, 20.31791877746582, 28.110248565673828, 20.31791877746582, 26.8157901763916, 20.31791877746582, 36.24098205566406, 20.31791877746582, 31.389209747314453, 20.31791877746582, 20.31791877746582, 11.518345832824707, 20.31791877746582, 34.57170104980469, 30.77801513671875, 17.96893310546875, 20.31791877746582]"
1957,"[24.586750030517578, 24.586750030517578, 35.785457611083984, 24.586750030517578, 24.586750030517578, 24.586750030517578, 24.586750030517578, 24.586750030517578, 28.566265106201172, 24.586750030517578, 24.586750030517578, 30.767301559448242, 24.586750030517578, 24.586750030517578, 24.586750030517578, 35.785457611083984, 24.586750030517578, 35.785457611083984, 35.785457611083984, 24.586750030517578]","[24.586750030517578, 24.586750030517578, 35.785457611083984, 24.586750030517578, 24.586750030517578, 24.586750030517578, 24.586750030517578, 24.586750030517578, 28.566265106201172, 24.586750030517578, 24.586750030517578, 30.767301559448242, 24.586750030517578, 24.586750030517578, 24.586750030517578, 35.785457611083984, 24.586750030517578, 35.785457611083984, 35.785457611083984, 24.586750030517578]"
1959,"[34.884796142578125, 33.40934371948242, 34.13976287841797, 34.884796142578125, 32.71863555908203, 36.028411865234375, 34.884796142578125, 34.13976287841797, 34.884796142578125, 34.884796142578125, 34.13976287841797, 34.13976287841797, 34.23212432861328, 34.884796142578125, 34.884796142578125, 35.160858154296875, 34.884796142578125, 34.884796142578125, 34.13976287841797, 32.56138610839844]","[34.884796142578125, 33.40934371948242, 34.13976287841797, 34.884796142578125, 32.71863555908203, 36.028411865234375, 34.884796142578125, 34.13976287841797, 34.884796142578125, 34.884796142578125, 34.13976287841797, 34.13976287841797, 34.23212432861328, 34.884796142578125, 34.884796142578125, 35.160858154296875, 34.884796142578125, 34.884796142578125, 34.13976287841797, 32.56138610839844]"
1966,"[33.463104248046875, 30.421932220458984, 30.421932220458984, 30.421932220458984, 33.463104248046875, 30.421932220458984, 30.421932220458984, 31.240903854370117, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984]","[33.463104248046875, 30.421932220458984, 30.421932220458984, 30.421932220458984, 33.463104248046875, 30.421932220458984, 30.421932220458984, 31.240903854370117, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984, 30.421932220458984]"
1967,"[33.884117126464844, 34.70655822753906, 34.70655822753906, 34.70655822753906, 33.884117126464844, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 33.884117126464844, 33.884117126464844, 33.884117126464844, 33.884117126464844, 34.70655822753906, 34.70655822753906, 34.70655822753906]","[33.884117126464844, 34.70655822753906, 34.70655822753906, 34.70655822753906, 33.884117126464844, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 34.70655822753906, 33.884117126464844, 33.884117126464844, 33.884117126464844, 33.884117126464844, 34.70655822753906, 34.70655822753906, 34.70655822753906]"
1973,"[19.752952575683594, 20.555789947509766, 20.555789947509766, 19.752952575683594, 19.752952575683594, 20.555789947509766, 19.936256408691406, 19.674352645874023, 19.936256408691406, 19.752952575683594, 19.176982879638672, 19.936256408691406, 23.965957641601562, 19.752952575683594, 19.752952575683594, 19.752952575683594, 19.674352645874023, 19.752952575683594, 19.753820419311523, 19.752952575683594]","[19.752952575683594, 20.555789947509766, 20.555789947509766, 19.752952575683594, 19.752952575683594, 20.555789947509766, 19.936256408691406, 19.674352645874023, 19.936256408691406, 19.752952575683594, 19.176982879638672, 19.936256408691406, 23.965957641601562, 19.752952575683594, 19.752952575683594, 19.752952575683594, 19.674352645874023, 19.752952575683594, 19.753820419311523, 19.752952575683594]"
1974,"[15.16942310333252, 14.56960678100586, 14.56960678100586, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 14.56960678100586, 16.578399658203125, 15.16942310333252, 15.16942310333252, 15.16942310333252, 14.56960678100586, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 14.56960678100586]","[15.16942310333252, 14.56960678100586, 14.56960678100586, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 14.56960678100586, 16.578399658203125, 15.16942310333252, 15.16942310333252, 15.16942310333252, 14.56960678100586, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 15.16942310333252, 14.56960678100586]"
1978,"[24.512657165527344, 24.281253814697266, 11.844849586486816, 21.650005340576172, 21.527484893798828, 20.94300079345703, 22.160846710205078, 19.24149513244629, 22.500732421875, 19.64311981201172, 20.13187026977539, 20.649486541748047, 26.75592041015625, 20.94300079345703, 14.699130058288574, 11.844849586486816, 28.013389587402344, 20.849151611328125, 19.24149513244629, 20.147560119628906]","[24.512657165527344, 24.281253814697266, 11.844849586486816, 21.650005340576172, 21.527484893798828, 20.94300079345703, 22.160846710205078, 19.24149513244629, 22.500732421875, 19.64311981201172, 20.13187026977539, 20.649486541748047, 26.75592041015625, 20.94300079345703, 14.699130058288574, 11.844849586486816, 28.013389587402344, 20.849151611328125, 19.24149513244629, 20.147560119628906]"
1981,"[21.628276824951172, 31.381242752075195, 21.628276824951172, 21.628276824951172, 21.684391021728516, 21.628276824951172, 21.628276824951172, 33.799705505371094, 35.15998458862305, 32.909149169921875, 30.24774742126465, 11.143575668334961, 27.66971778869629, 32.92384338378906, 12.461461067199707, 32.62604904174805, 23.73785972595215, 10.267956733703613, 15.915484428405762, 10.109718322753906]","[21.628276824951172, 31.381242752075195, 21.628276824951172, 21.628276824951172, 21.684391021728516, 21.628276824951172, 21.628276824951172, 33.799705505371094, 35.15998458862305, 32.909149169921875, 30.24774742126465, 11.143575668334961, 27.66971778869629, 32.92384338378906, 12.461461067199707, 32.62604904174805, 23.73785972595215, 10.267956733703613, 15.915484428405762, 10.109718322753906]"
1983,"[30.48027992248535, 31.943689346313477, 18.55579376220703, 30.48027992248535, 18.55579376220703, 30.48027992248535, 18.55579376220703, 18.55579376220703, 18.55579376220703, 30.48027992248535, 31.943689346313477, 31.943689346313477, 18.55579376220703, 18.55579376220703, 30.48027992248535, 30.48027992248535, 30.48027992248535, 31.943689346313477, 31.943689346313477, 18.55579376220703]","[30.48027992248535, 31.943689346313477, 18.55579376220703, 30.48027992248535, 18.55579376220703, 30.48027992248535, 18.55579376220703, 18.55579376220703, 18.55579376220703, 30.48027992248535, 31.943689346313477, 31.943689346313477, 18.55579376220703, 18.55579376220703, 30.48027992248535, 30.48027992248535, 30.48027992248535, 31.943689346313477, 31.943689346313477, 18.55579376220703]"
